year,state,state_po,candidate,party_detailed,candidatevotes,totalvotes
2016,FLORIDA,FL,"DE LA FUENTE, ROQUE """"ROCKY""""",REFORM PARTY,9108,9420039
2016,GEORGIA,GA,"TRUMP, DONALD J.",REPUBLICAN,2089104,4114732
2016,GEORGIA,GA,"CLINTON, HILLARY",DEMOCRAT,1877963,4114732
2016,GEORGIA,GA,"JOHNSON, GARY",LIBERTARIAN,125306,4114732
2016,HAWAII,HI,"CLINTON, HILLARY",DEMOCRAT,266891,437664
2016,HAWAII,HI,"TRUMP, DONALD J.",REPUBLICAN,128847,437664
2016,HAWAII,HI,"JOHNSON, GARY",LIBERTARIAN,15954,437664
2016,HAWAII,HI,"STEIN, JILL",GREEN,12737,437664
2016,HAWAII,HI,"CASTLE, DARRELL L.",CONSTITUTION PARTY,4508,437664
2016,IDAHO,ID,"TRUMP, DONALD J.",REPUBLICAN,409055,690255
2016,IDAHO,ID,"CLINTON, HILLARY",DEMOCRAT,189765,690255
2016,IDAHO,ID,"MCMULLIN, EVAN",INDEPENDENT,60748,690255
2016,IDAHO,ID,"JOHNSON, GARY",LIBERTARIAN,28331,690255
2016,IDAHO,ID,"CASTLE, DARRELL L.",CONSTITUTION PARTY,2356,690255
2016,ILLINOIS,IL,"CLINTON, HILLARY",DEMOCRAT,3090729,5536424
2016,ILLINOIS,IL,"TRUMP, DONALD J.",REPUBLICAN,2146015,5536424
2016,ILLINOIS,IL,"JOHNSON, GARY",LIBERTARIAN,209596,5536424
2016,ILLINOIS,IL,"STEIN, JILL",GREEN,76802,5536424
2016,INDIANA,IN,"TRUMP, DONALD J.",REPUBLICAN,1557286,2734958
2016,INDIANA,IN,"CLINTON, HILLARY",DEMOCRAT,1033126,2734958
2016,INDIANA,IN,"JOHNSON, GARY",LIBERTARIAN,133993,2734958
2016,INDIANA,IN,"CASTLE, DARRELL L.",CONSTITUTION PARTY,1937,2734958
2016,INDIANA,IN,"EMIDIO """"MIMI"""", SOLTYSIK",SOCIALIST PARTY USA,57,2734958
2016,IOWA,IA,"TRUMP, DONALD J.",REPUBLICAN,800983,1565580
2016,IOWA,IA,"CLINTON, HILLARY",DEMOCRAT,653669,1565580
2016,IOWA,IA,"JOHNSON, GARY",LIBERTARIAN,59186,1565580
2016,IOWA,IA,"MCMULLIN, EVAN",NOMINATED BY PETITION,12366,1565580
2016,IOWA,IA,"STEIN, JILL",GREEN,11479,1565580
2016,IOWA,IA,"CASTLE, DARRELL L.",CONSTITUTION PARTY,5335,1565580
2016,IOWA,IA,"KAHN, LYNN S.",NEW INDEPENDENT PARTY IOWA,2247,1565580
2016,IOWA,IA,"VACEK, DAN",LEGAL MARIJUANA NOW,2246,1565580
2016,IOWA,IA,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,323,1565580
2016,KANSAS,KS,"TRUMP, DONALD J.",REPUBLICAN,671018,1184402
2016,KANSAS,KS,"CLINTON, HILLARY",DEMOCRAT,427005,1184402
2016,KANSAS,KS,"JOHNSON, GARY",LIBERTARIAN,55406,1184402
2016,KANSAS,KS,"STEIN, JILL",INDEPENDENT,23506,1184402
2016,KENTUCKY,KY,"TRUMP, DONALD J.",REPUBLICAN,1202971,1924149
2016,KENTUCKY,KY,"CLINTON, HILLARY",DEMOCRAT,628854,1924149
2016,KENTUCKY,KY,"JOHNSON, GARY",LIBERTARIAN,53752,1924149
2016,KENTUCKY,KY,"MCMULLIN, EVAN",INDEPENDENT,22780,1924149
2016,KENTUCKY,KY,"STEIN, JILL",GREEN,13913,1924149
2016,KENTUCKY,KY,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,1128,1924149
2016,LOUISIANA,LA,"TRUMP, DONALD J.",REPUBLICAN,1178638,2029032
2016,LOUISIANA,LA,"CLINTON, HILLARY",DEMOCRAT,780154,2029032
2016,LOUISIANA,LA,"JOHNSON, GARY",LIBERTARIAN,37978,2029032
2016,LOUISIANA,LA,"STEIN, JILL",GREEN,14031,2029032
2016,MAINE,ME,"CLINTON, HILLARY",DEMOCRAT,357735,771892
2016,MAINE,ME,"TRUMP, DONALD J.",REPUBLICAN,335593,771892
2016,MAINE,ME,"JOHNSON, GARY",LIBERTARIAN,38105,771892
2016,MAINE,ME,"STEIN, JILL",GREEN,14251,771892
2016,MARYLAND,MD,"CLINTON, HILLARY",DEMOCRAT,1677928,2781446
2016,MARYLAND,MD,"TRUMP, DONALD J.",REPUBLICAN,943169,2781446
2016,MARYLAND,MD,"JOHNSON, GARY",LIBERTARIAN,79605,2781446
2016,MARYLAND,MD,"STEIN, JILL",GREEN,35945,2781446
2016,MARYLAND,MD,"TRUMP, DONALD J.",REPUBLICAN,259,2781446
2016,MARYLAND,MD,"CLINTON, HILLARY",DEMOCRAT,78,2781446
2016,MASSACHUSETTS,MA,"CLINTON, HILLARY",DEMOCRAT,1995196,3378821
2016,MASSACHUSETTS,MA,"TRUMP, DONALD J.",REPUBLICAN,1090893,3378821
2016,MASSACHUSETTS,MA,"JOHNSON, GARY",LIBERTARIAN,138018,3378821
2016,MASSACHUSETTS,MA,"STEIN, JILL",GREEN,47661,3378821
2016,MICHIGAN,MI,"TRUMP, DONALD J.",REPUBLICAN,2279543,4799284
2016,MICHIGAN,MI,"CLINTON, HILLARY",DEMOCRAT,2268839,4799284
2016,MICHIGAN,MI,"JOHNSON, GARY",LIBERTARIAN,172136,4799284
2016,MICHIGAN,MI,"STEIN, JILL",GREEN,51463,4799284
2016,MICHIGAN,MI,"CASTLE, DARRELL L.",U.S. TAXPAYERS PARTY,16139,4799284
2016,MICHIGAN,MI,"EMIDIO """"MIMI"""", SOLTYSIK",NATURAL LAW,2209,4799284
2016,MINNESOTA,MN,"CLINTON, HILLARY",DEMOCRAT,1367705,2944782
2016,MINNESOTA,MN,"TRUMP, DONALD J.",REPUBLICAN,1322949,2944782
2016,MINNESOTA,MN,"JOHNSON, GARY",LIBERTARIAN,112972,2944782
2016,MINNESOTA,MN,"MCMULLIN, EVAN",INDEPENDENCE,53075,2944782
2016,MINNESOTA,MN,"STEIN, JILL",GREEN,36986,2944782
2016,MINNESOTA,MN,"VACEK, DAN",LEGAL MARIJUANA NOW,11291,2944782
2016,MINNESOTA,MN,"CASTLE, DARRELL L.",CONSTITUTION PARTY,9456,2944782
2016,MINNESOTA,MN,"KENNEDY, ALYSON",SOCIALIST WORKERS,1671,2944782
2016,MINNESOTA,MN,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,1430,2944782
2016,MISSISSIPPI,MS,"TRUMP, DONALD J.",REPUBLICAN,700714,1209357
2016,MISSISSIPPI,MS,"CLINTON, HILLARY",DEMOCRAT,485131,1209357
2016,MISSISSIPPI,MS,"JOHNSON, GARY",LIBERTARIAN,14435,1209357
2016,MISSISSIPPI,MS,"CASTLE, DARRELL L.",CONSTITUTION PARTY,3987,1209357
2016,MISSISSIPPI,MS,"STEIN, JILL",GREEN,3731,1209357
2016,MISSISSIPPI,MS,"HEDGES, JAMES",PROHIBITION,715,1209357
2016,MISSISSIPPI,MS,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,644,1209357
2016,MISSOURI,MO,"TRUMP, DONALD J.",REPUBLICAN,1594511,2808605
2016,MISSOURI,MO,"CLINTON, HILLARY",DEMOCRAT,1071068,2808605
2016,MISSOURI,MO,"JOHNSON, GARY",LIBERTARIAN,97359,2808605
2016,MISSOURI,MO,"STEIN, JILL",GREEN,25419,2808605
2016,MISSOURI,MO,"CASTLE, DARRELL L.",CONSTITUTION PARTY,13092,2808605
2016,MONTANA,MT,"TRUMP, DONALD J.",REPUBLICAN,279240,494526
2016,MONTANA,MT,"CLINTON, HILLARY",DEMOCRAT,177709,494526
2016,MONTANA,MT,"JOHNSON, GARY",LIBERTARIAN,28037,494526
2016,MONTANA,MT,"STEIN, JILL",GREEN,7970,494526
2016,MONTANA,MT,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,1570,494526
2016,NEBRASKA,NE,"TRUMP, DONALD J.",REPUBLICAN,495961,844227
2016,NEBRASKA,NE,"CLINTON, HILLARY",DEMOCRAT,284494,844227
2016,NEBRASKA,NE,"JOHNSON, GARY",LIBERTARIAN,38946,844227
2016,NEBRASKA,NE,"STEIN, JILL",NOMINATED BY PETITION,8775,844227
2016,NEVADA,NV,"CLINTON, HILLARY",DEMOCRAT,539260,1125385
2016,NEVADA,NV,"TRUMP, DONALD J.",REPUBLICAN,512058,1125385
2016,NEVADA,NV,"JOHNSON, GARY",LIBERTARIAN,37384,1125385
2016,NEVADA,NV,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,5268,1125385
2016,NEVADA,NV,"DE LA FUENTE, ROQUE """"ROCKY""""",NO PARTY AFFILIATION,2552,1125385
2016,NEW HAMPSHIRE,NH,"CLINTON, HILLARY",DEMOCRAT,348526,744296
2016,NEW HAMPSHIRE,NH,"TRUMP, DONALD J.",REPUBLICAN,345790,744296
2016,NEW HAMPSHIRE,NH,"JOHNSON, GARY",LIBERTARIAN,30777,744296
2016,NEW HAMPSHIRE,NH,"STEIN, JILL",GREEN,6496,744296
2016,NEW HAMPSHIRE,NH,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,678,744296
2016,NEW JERSEY,NJ,"CLINTON, HILLARY",DEMOCRAT,2148278,3874046
2016,NEW JERSEY,NJ,"TRUMP, DONALD J.",REPUBLICAN,1601933,3874046
2016,NEW JERSEY,NJ,"JOHNSON, GARY",LIBERTARIAN,72477,3874046
2016,NEW JERSEY,NJ,"STEIN, JILL",GREEN,37772,3874046
2016,NEW JERSEY,NJ,"CASTLE, DARRELL L.",CONSTITUTION PARTY,6161,3874046
2016,NEW JERSEY,NJ,"KENNEDY, ALYSON",SOCIALIST WORKERS,2156,3874046
2016,NEW JERSEY,NJ,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,1838,3874046
2016,NEW JERSEY,NJ,"MOOREHEAD, MONICA",WORKERS WORLD PARTY,1749,3874046
2016,NEW JERSEY,NJ,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,1682,3874046
2016,NEW MEXICO,NM,"CLINTON, HILLARY",DEMOCRAT,385234,798319
2016,NEW MEXICO,NM,"TRUMP, DONALD J.",REPUBLICAN,319667,798319
2016,NEW MEXICO,NM,"JOHNSON, GARY",LIBERTARIAN,74541,798319
2016,NEW MEXICO,NM,"STEIN, JILL",GREEN,9879,798319
2016,NEW MEXICO,NM,"MCMULLIN, EVAN",BETTER FOR AMERICA,5825,798319
2016,NEW MEXICO,NM,"CASTLE, DARRELL L.",CONSTITUTION PARTY,1514,798319
2016,NEW MEXICO,NM,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,1184,798319
2016,NEW MEXICO,NM,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,475,798319
2016,NEW YORK,NY,"CLINTON, HILLARY",DEMOCRAT,4379789,7802084
2016,NEW YORK,NY,"TRUMP, DONALD J.",REPUBLICAN,2527142,7802084
2016,NEW YORK,NY,"TRUMP, DONALD J.",CONSERVATIVE,292392,7802084
2016,NEW YORK,NY,"CLINTON, HILLARY",WORKING FAMILIES,140041,7802084
2016,NEW YORK,NY,"JOHNSON, GARY",INDEPENDENCE,119156,7802084
2016,NEW YORK,NY,"STEIN, JILL",GREEN,107934,7802084
2016,NEW YORK,NY,"JOHNSON, GARY",LIBERTARIAN,57442,7802084
2016,NEW YORK,NY,"CLINTON, HILLARY",WOMEN'S EQUALITY,36294,7802084
2016,NORTH CAROLINA,NC,"TRUMP, DONALD J.",REPUBLICAN,2362631,4741564
2016,NORTH CAROLINA,NC,"CLINTON, HILLARY",DEMOCRAT,2189316,4741564
2016,NORTH CAROLINA,NC,"JOHNSON, GARY",LIBERTARIAN,130126,4741564
2016,NORTH DAKOTA,ND,"TRUMP, DONALD J.",REPUBLICAN,216794,344360
2016,NORTH DAKOTA,ND,"CLINTON, HILLARY",DEMOCRAT,93758,344360
2016,NORTH DAKOTA,ND,"JOHNSON, GARY",LIBERTARIAN,21434,344360
2016,NORTH DAKOTA,ND,"STEIN, JILL",GREEN,3780,344360
2016,NORTH DAKOTA,ND,"CASTLE, DARRELL L.",CONSTITUTION PARTY,1833,344360
2016,NORTH DAKOTA,ND,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,364,344360
2016,OHIO,OH,"TRUMP, DONALD J.",REPUBLICAN,2841005,5496487
2016,OHIO,OH,"CLINTON, HILLARY",DEMOCRAT,2394164,5496487
2016,OHIO,OH,"STEIN, JILL",GREEN,46271,5496487
2016,OKLAHOMA,OK,"TRUMP, DONALD J.",REPUBLICAN,949136,1452992
2016,OKLAHOMA,OK,"CLINTON, HILLARY",DEMOCRAT,420375,1452992
2016,OKLAHOMA,OK,"JOHNSON, GARY",LIBERTARIAN,83481,1452992
2016,OREGON,OR,"CLINTON, HILLARY",DEMOCRAT,1002106,2001336
2016,OREGON,OR,"TRUMP, DONALD J.",REPUBLICAN,782403,2001336
2016,OREGON,OR,"JOHNSON, GARY",LIBERTARIAN,94231,2001336
2016,OREGON,OR,"STEIN, JILL",GREEN,50002,2001336
2016,PENNSYLVANIA,PA,"TRUMP, DONALD J.",REPUBLICAN,2970733,6115402
2016,PENNSYLVANIA,PA,"CLINTON, HILLARY",DEMOCRAT,2926441,6115402
2016,PENNSYLVANIA,PA,"JOHNSON, GARY",LIBERTARIAN,146715,6115402
2016,PENNSYLVANIA,PA,"STEIN, JILL",GREEN,49941,6115402
2016,PENNSYLVANIA,PA,"CASTLE, DARRELL L.",CONSTITUTION PARTY,21572,6115402
2016,RHODE ISLAND,RI,"CLINTON, HILLARY",DEMOCRAT,252525,464144
2016,RHODE ISLAND,RI,"TRUMP, DONALD J.",REPUBLICAN,180543,464144
2016,RHODE ISLAND,RI,"JOHNSON, GARY",LIBERTARIAN,14746,464144
2016,RHODE ISLAND,RI,"STEIN, JILL",GREEN,6220,464144
2016,RHODE ISLAND,RI,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,671,464144
2016,SOUTH CAROLINA,SC,"TRUMP, DONALD J.",REPUBLICAN,1155389,2103027
2016,SOUTH CAROLINA,SC,"CLINTON, HILLARY",DEMOCRAT,855373,2103027
2016,SOUTH CAROLINA,SC,"JOHNSON, GARY",LIBERTARIAN,49204,2103027
2016,SOUTH CAROLINA,SC,"MCMULLIN, EVAN",INDEPENDENCE,21016,2103027
2016,SOUTH CAROLINA,SC,"STEIN, JILL",GREEN,13034,2103027
2016,SOUTH CAROLINA,SC,"CASTLE, DARRELL L.",CONSTITUTION PARTY,5765,2103027
2016,SOUTH CAROLINA,SC,"SKEWES, PETER",AMERICAN,3246,2103027
2016,SOUTH DAKOTA,SD,"TRUMP, DONALD J.",REPUBLICAN,227721,370093
2016,SOUTH DAKOTA,SD,"CLINTON, HILLARY",DEMOCRAT,117458,370093
2016,SOUTH DAKOTA,SD,"JOHNSON, GARY",LIBERTARIAN,20850,370093
2016,SOUTH DAKOTA,SD,"CASTLE, DARRELL L.",CONSTITUTION PARTY,4064,370093
2016,TENNESSEE,TN,"TRUMP, DONALD J.",REPUBLICAN,1522925,2508027
2016,TENNESSEE,TN,"CLINTON, HILLARY",DEMOCRAT,870695,2508027
2016,TEXAS,TX,"TRUMP, DONALD J.",REPUBLICAN,4685047,8969226
2016,TEXAS,TX,"CLINTON, HILLARY",DEMOCRAT,3877868,8969226
2016,TEXAS,TX,"JOHNSON, GARY",LIBERTARIAN,283492,8969226
2016,TEXAS,TX,"STEIN, JILL",GREEN,71558,8969226
2016,UTAH,UT,"TRUMP, DONALD J.",REPUBLICAN,515211,1131317
2016,UTAH,UT,"CLINTON, HILLARY",DEMOCRAT,310674,1131317
2016,UTAH,UT,"MCMULLIN, EVAN",NO PARTY AFFILIATION,255060,1131317
2016,UTAH,UT,"JOHNSON, GARY",LIBERTARIAN,39608,1131317
2016,UTAH,UT,"CASTLE, DARRELL L.",CONSTITUTION PARTY,8032,1131317
2016,UTAH,UT,"KOPITKE, KYLE KENLEY",INDEPENDENT AMERICAN,2732,1131317
2016,VERMONT,VT,"CLINTON, HILLARY",DEMOCRAT,178573,320467
2016,VERMONT,VT,"TRUMP, DONALD J.",REPUBLICAN,95369,320467
2016,VERMONT,VT,"JOHNSON, GARY",LIBERTARIAN,10078,320467
2016,VERMONT,VT,"STEIN, JILL",GREEN,6758,320467
2016,VERMONT,VT,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,1063,320467
2016,VERMONT,VT,"LA RIVA, GLORIA ESTELLA",LIBERTY UNION PARTY,327,320467
2016,VIRGINIA,VA,"CLINTON, HILLARY",DEMOCRAT,1981473,3982752
2016,VIRGINIA,VA,"TRUMP, DONALD J.",REPUBLICAN,1769443,3982752
2016,VIRGINIA,VA,"JOHNSON, GARY",LIBERTARIAN,118274,3982752
2016,VIRGINIA,VA,"MCMULLIN, EVAN",INDEPENDENT,54054,3982752
2016,VIRGINIA,VA,"STEIN, JILL",GREEN,27638,3982752
2016,WASHINGTON,WA,"CLINTON, HILLARY",DEMOCRAT,1742718,3317019
2016,WASHINGTON,WA,"TRUMP, DONALD J.",REPUBLICAN,1221747,3317019
2016,WASHINGTON,WA,"JOHNSON, GARY",LIBERTARIAN,160879,3317019
2016,WASHINGTON,WA,"STEIN, JILL",GREEN,58417,3317019
2016,WASHINGTON,WA,"CASTLE, DARRELL L.",CONSTITUTION PARTY,17623,3317019
2016,WASHINGTON,WA,"KENNEDY, ALYSON",SOCIALIST WORKERS,4307,3317019
2016,WASHINGTON,WA,"LA RIVA, GLORIA ESTELLA",SOCIALISM AND LIBERATION PARTY,3523,3317019
2016,WEST VIRGINIA,WV,"TRUMP, DONALD J.",REPUBLICAN,489371,713051
2016,WEST VIRGINIA,WV,"CLINTON, HILLARY",DEMOCRAT,188794,713051
2016,WEST VIRGINIA,WV,"JOHNSON, GARY",LIBERTARIAN,23004,713051
2016,WEST VIRGINIA,WV,"STEIN, JILL",GREEN,8075,713051
2016,WEST VIRGINIA,WV,"CASTLE, DARRELL L.",CONSTITUTION PARTY,3807,713051
2016,WISCONSIN,WI,"TRUMP, DONALD J.",REPUBLICAN,1405284,2976150
2016,WISCONSIN,WI,"CLINTON, HILLARY",DEMOCRAT,1382536,2976150
2016,WISCONSIN,WI,"JOHNSON, GARY",LIBERTARIAN,106674,2976150
2016,WISCONSIN,WI,"STEIN, JILL",GREEN,31072,2976150
2016,WISCONSIN,WI,"CASTLE, DARRELL L.",CONSTITUTION PARTY,12162,2976150
2016,WISCONSIN,WI,"MOOREHEAD, MONICA",WORKERS WORLD PARTY,1770,2976150
2016,WISCONSIN,WI,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,1502,2976150
2016,WYOMING,WY,"TRUMP, DONALD J.",REPUBLICAN,174419,258788
2016,WYOMING,WY,"CLINTON, HILLARY",DEMOCRAT,55973,258788
2016,WYOMING,WY,"JOHNSON, GARY",LIBERTARIAN,13287,258788
2016,WYOMING,WY,"CASTLE, DARRELL L.",CONSTITUTION PARTY,2042,258788
