year,state,state_po,candidate,party_detailed,candidatevotes,totalvotes
2020,SOUTH DAKOTA,SD,"TRUMP, DONALD J.",REPUBLICAN,261043,422609
2020,SOUTH DAKOTA,SD,"BIDEN, JOSEPH R. JR",DEMOCRAT,150471,422609
2020,SOUTH DAKOTA,SD,"JORGENSEN, JO",LIBERTARIAN,11095,422609
2020,TENNESSEE,TN,"TRUMP, DONALD J.",REPUBLICAN,1852475,3053851
2020,TENNESSEE,TN,"BIDEN, JOSEPH R. JR",DEMOCRAT,1143711,3053851
2020,TENNESSEE,TN,"BLANKENSHIP, DON",INDEPENDENT,5365,3053851
2020,TENNESSEE,TN,"DE LA FUENTE, ROQUE """"ROCKY""""",INDEPENDENT,1860,3053851
2020,TENNESSEE,TN,"HAWKINS, HOWIE",INDEPENDENT,4545,3053851
2020,TENNESSEE,TN,"JORGENSEN, JO",INDEPENDENT,29877,3053851
2020,TENNESSEE,TN,"KENNEDY, ALYSON",INDEPENDENT,2576,3053851
2020,TENNESSEE,TN,"LA RIVA, GLORIA ESTELLA",INDEPENDENT,2301,3053851
2020,TENNESSEE,TN,"WEST, KANYE",INDEPENDENT,10279,3053851
2020,TENNESSEE,TN,"BODDIE, R. PRESIDENT",INDEPENDENT,1,3053851
2020,TENNESSEE,TN,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,762,3053851
2020,TENNESSEE,TN,"SIMMONS, JADE",BECOMING ONE NATION,68,3053851
2020,TEXAS,TX,"TRUMP, DONALD J.",REPUBLICAN,5890347,11315056
2020,TEXAS,TX,"BIDEN, JOSEPH R. JR",DEMOCRAT,5259126,11315056
2020,TEXAS,TX,"JORGENSEN, JO",LIBERTARIAN,126243,11315056
2020,TEXAS,TX,"HAWKINS, HOWIE",GREEN,33396,11315056
2020,TEXAS,TX,"BODDIE, R. PRESIDENT",INDEPENDENT,2012,11315056
2020,TEXAS,TX,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,2785,11315056
2020,TEXAS,TX,"CELLA, TODD",INDEPENDENT,205,11315056
2020,TEXAS,TX,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,350,11315056
2020,TEXAS,TX,"WELLS, KASEY",INDEPENDENT,114,11315056
2020,UTAH,UT,"PIERCE, BROCK",INDEPENDENT,2623,1488289
2020,UTAH,UT,"WEST, KANYE",THE BIRTHDAY PARTY,7213,1488289
2020,UTAH,UT,"BIDEN, JOSEPH R. JR",DEMOCRAT,560282,1488289
2020,UTAH,UT,"BLANKENSHIP, DON",CONSTITUTION PARTY,5551,1488289
2020,UTAH,UT,"JORGENSEN, JO",LIBERTARIAN,38447,1488289
2020,UTAH,UT,"HAWKINS, HOWIE",GREEN,5053,1488289
2020,UTAH,UT,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,1139,1488289
2020,UTAH,UT,"TRUMP, DONALD J.",REPUBLICAN,865140,1488289
2020,UTAH,UT,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,368,1488289
2020,UTAH,UT,"SIMMONS, JADE",BECOMING ONE NATION,186,1488289
2020,UTAH,UT,"BODDIE, R. PRESIDENT",INDEPENDENT,6,1488289
2020,VERMONT,VT,"BIDEN, JOSEPH R. JR",DEMOCRAT,242820,370968
2020,VERMONT,VT,"TRUMP, DONALD J.",REPUBLICAN,112704,370968
2020,VERMONT,VT,"JORGENSEN, JO",LIBERTARIAN,3608,370968
2020,VERMONT,VT,"HAWKINS, HOWIE",GREEN,1310,370968
2020,VERMONT,VT,"WEST, KANYE",INDEPENDENT,1269,370968
2020,VERMONT,VT,"PAIGE, BROOKE H.",GRUMPY OLD PATRIOTS,1175,370968
2020,VERMONT,VT,"LAFONTAINE, CHRISTOPHER",INDEPENDENT,856,370968
2020,VERMONT,VT,"DUNCAN, RICHARD",INDEPENDENT,213,370968
2020,VERMONT,VT,"CARROLL, BRIAN",AMERICAN SOLIDARITY,209,370968
2020,VERMONT,VT,"BLANKENSHIP, DON",CONSTITUTION,208,370968
2020,VERMONT,VT,"KENNEDY, ALYSON",SOCIALIST WORKERS,195,370968
2020,VERMONT,VT,"LA RIVA, GLORIA ESTELLA",LIBERTY UNION,166,370968
2020,VERMONT,VT,"SWING, GARY",BOILING FROG,141,370968
2020,VERMONT,VT,"COLLINS, PHIL",PROHIBITION,137,370968
2020,VERMONT,VT,"MCCORMIC, KEITH",BULL MOOSE,126,370968
2020,VERMONT,VT,"PIERCE, BROCK",UNAFFILIATED,100,370968
2020,VERMONT,VT,"SEGAL, JEROME M.",BREAD AND ROSES,65,370968
2020,VERMONT,VT,"HUBER, BLAKE",APPROVAL VOTING,54,370968
2020,VERMONT,VT,"KOPITKE, KYLE KENLEY",INDEPENDENT,53,370968
2020,VERMONT,VT,"DE LA FUENTE, ROQUE """"ROCKY""""",ALLIANCE,48,370968
2020,VERMONT,VT,"SCALF, ZACHARY",INDEPENDENT,29,370968
2020,VIRGINIA,VA,"BIDEN, JOSEPH R. JR",DEMOCRAT,2413568,4460524
2020,VIRGINIA,VA,"TRUMP, DONALD J.",REPUBLICAN,1962430,4460524
2020,VIRGINIA,VA,"JORGENSEN, JO",LIBERTARIAN,64761,4460524
2020,WASHINGTON,WA,"BIDEN, JOSEPH R. JR",DEMOCRAT,2369612,4087631
2020,WASHINGTON,WA,"TRUMP, DONALD J.",REPUBLICAN,1584651,4087631
2020,WASHINGTON,WA,"JORGENSEN, JO",LIBERTARIAN,80500,4087631
2020,WASHINGTON,WA,"HAWKINS, HOWIE",GREEN,18289,4087631
2020,WASHINGTON,WA,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,4840,4087631
2020,WASHINGTON,WA,"KENNEDY, ALYSON",SOCIALIST WORKERS PARTY,2487,4087631
2020,WEST VIRGINIA,WV,"BIDEN, JOSEPH R. JR",DEMOCRAT,235984,794652
2020,WEST VIRGINIA,WV,"TRUMP, DONALD J.",REPUBLICAN,545382,794652
2020,WEST VIRGINIA,WV,"JORGENSEN, JO",LIBERTARIAN,10687,794652
2020,WEST VIRGINIA,WV,"HAWKINS, HOWIE",GREEN,2599,794652
2020,WISCONSIN,WI,"BIDEN, JOSEPH R. JR",DEMOCRAT,1630866,3298041
2020,WISCONSIN,WI,"TRUMP, DONALD J.",REPUBLICAN,1610184,3298041
2020,WISCONSIN,WI,"BLANKENSHIP, DON",CONSTITUTION PARTY,5146,3298041
2020,WISCONSIN,WI,"JORGENSEN, JO",INDEPENDENT,38491,3298041
2020,WISCONSIN,WI,"CARROLL, BRIAN",AMERICAN SOLIDARITY PARTY,5259,3298041
2020,WISCONSIN,WI,"WELLS, KASEY",INDEPENDENT,25,3298041
2020,WISCONSIN,WI,"SIMMONS, JADE",BECOMING ONE NATION,36,3298041
2020,WISCONSIN,WI,"BODDIE, R. PRESIDENT",INDEPENDENT,5,3298041
2020,WISCONSIN,WI,"HAWKINS, HOWIE",GREEN,1089,3298041
2020,WISCONSIN,WI,"LA RIVA, GLORIA ESTELLA",PARTY FOR SOCIALISM AND LIBERATION,110,3298041
2020,WISCONSIN,WI,"WEST, KANYE",THE BIRTHDAY PARTY,411,3298041
2020,WISCONSIN,WI,"CHARLES, MARK",INDEPENDENT,52,3298041
2020,WYOMING,WY,"BIDEN, JOSEPH R. JR",DEMOCRAT,73491,278503
2020,WYOMING,WY,"TRUMP, DONALD J.",REPUBLICAN,193559,278503
2020,WYOMING,WY,"JORGENSEN, JO",LIBERTARIAN,5768,278503
2020,WYOMING,WY,"PIERCE, BROCK",INDEPENDENT,2208,278503
